waiting on port: 8888
{'SHZ', 1499264840.579000, 18902, 12017, -6478, 9673, -2642, -11934, 8824, -8831, -11594, 25026, 269, -7696, 12148, -11936, -15137, 15441, -4955, -10179, 12547, -11251, -7438, 30502, -6883, -11226, 13107, -12003, -5072, 18583, -16171, -10712, 9144, -5813, 6179, 22062, -16257, -3549, 11502, -10863, 4618, 9731, -22670, 9764, 17822, -14838, -2776, 3030, -15560, 9567, 3981, -24418}
{'SHZ', 1499264841.579000, 1318, 6068, -4127, 20208, -378, -18303, 8522, 2523, -6479, 14289, -2284, -16807, 21082, 809, -7485, 17098, -11479, -10467, 17504, -18896, -19459, 17281, -1723, 486, 15162, -19539, -15283, 18903, -3630, -990, 11607, -20244, -3702, 17457, -1735, -6334, 6535, -7556, 3388, 21572, -3331, -1684, 10753, -18060, 23, 14731, -9888, 10333, 16506, -13159}
{'SHZ', 1499264842.579000, -728, -1648, -17747, 5911, 16464, -24572, -4698, 11627, -1529, 18542, 13031, -33973, -11955, 14165, -6767, 11107, 19684, -29442, -9669, 15937, -19506, 6149, 27399, -22729, -4088, 19007, -22923, -14821, 21004, -12693, -4082, 21890, -14099, -3533, 31269, -11665, -9923, 15036, -19959, -10631, 23829, -11079, -19681, 12693, -5265, -6016, 26493, -11082, -18463, 19502}
{'SHZ', 1499264843.579000, 563, -6926, 16438, -10893, -18193, 24187, 4346, -11162, 20316, -5459, -17032, 19441, -8841, -15287, 15117, -2326, -12156, 10270, 3515, -19404, 20020, 6506, -14665, 4254, -11404, -6838, 19976, 4023, -17291, 5914, -9210, -15064, 20679, 4116, -14997, 15410, -5223, -11135, 22756, 7340, -17722, 9602, 2878, -20098, 10288, 7685, -9933, 18929, -3694, -24269}
{'SHZ', 1499264844.579000, 10611, 9092, -10035, 11555, -449, -22069, 8158, 2822, -16503, 13506, 1274, -21355, 13239, 12127, -18514, 10130, 11206, -17560, 8380, 11285, -31627, 5723, 21873, -17014, 4756, 13502, -19195, 6423, 15206, -8827, 5247, 8684, -18759, 4887, 16169, -17350, 851, 11411, -7384, 14542, 3998, -21707, -9994, 8172, -16812, -1407, 17606, -15798, 4388, 15464}
{'SHZ', 1499264845.579000, -13107, 220, 10201, -25409, -32, 18076, -15217, -525, 25625, -6348, 2834, 9589, -21212, -2553, 18445, -14950, 400, 15057, -9006, 2341, 20123, -16043, -13413, 15320, -18305, -11246, 20758, -16885, -5280, 24944, -3036, -6072, 15241, -15980, -10778, 16375, -14259, -7616, 24507, -10825, -3811, 16795, -11976, -12184, 13347, -7122, -9525, 21353, -9407, -14585}
{'SHZ', 1499264846.579000, 30149, -3090, -7511, 9894, -16985, -11004, 22743, -4142, -6917, 14193, -8947, -8222, 14707, -10147, -4619, 10330, -12694, -3299, 12336, -9243, -1426, 19588, -7182, -10165, 9268, -13644, 272, 18584, -23368, -4021, 14708, -9523, 11712, 18772, -19333, 4042, 17122, -9930, 2897, 5473, -28343, -3518, 9038, -7699, 7233, 1736, -25844, 10945, 17735, -6889}
{'SHZ', 1499264847.579000, 8619, 4223, -23748, 9468, 4241, -13831, 13095, 4428, -19495, 11825, 6818, -6728, 14025, 278, -15676, 9232, -6657, -16860, 21206, 100, -17001, 10334, -11486, -7326, 22189, -5393, -12322, 16403, -6084, -3776, 19755, -11477, -10432, 19724, -14276, -4179, 19159, -18486, -6042, 23422, -4519, -3549, 9366, -14748, -2784, 13761, -14645, 307, 5397, -12652}
{'SHZ', 1499264848.579000, 5554, 12430, -13529, 5129, 6066, -13682, 12357, -785, -20741, 13461, 10813, -10319, 13917, -7467, -13491, 19936, -5373, -12050, 13332, -11954, -7166, 16487, 2607, -3672, 12829, -11516, -4786, 15475, -15470, -5001, 14883, -16145, -2452, -370, -20883, 2122, 10822, -10665, 3569, 3586, -3932, 21709, 8996, -12818, 6976, -14232, -6153, 18414, -2581, -7253}
{'SHZ', 1499264849.579000, 15287, -5606, -7115, 11889, -9058, 1501, 18955, -19143, -3007, 5155, -17785, 11921, 13827, -18803, 2415, 1394, -7292, 15886, -2595, -16240, 402, -12532, 2702, 27231, -6463, -6182, 6392, -15582, 7203, 14869, -15150, 6014, -620, -10313, 17295, 3556, -12820, 13135, -7354, -12935, 13603, -8584, -5165, 21410, -11020, -7603, 9567, -10924, 4754, 10502}
{'SHZ', 1499264850.579000, -14865, 2351, 1326, -7318, 17752, 3766, -16713, 7603, -10363, -6240, 18442, -19063, -7820, 21661, -13069, 7224, 16718, -14531, 1887, 10276, -18426, 3956, 4332, -9777, 13799, 4619, -14138, 13791, -3345, -6567, 12605, -12478, -10637, 13609, -5809, 3950, 6768, -16201, 2735, 5027, -16184, 5617, -1341, -13014, 14297, 5434, -9717, 15823, -9902, -8903}
{'SHZ', 1499264851.579000, 17764, -6647, -7072, 9477, -10969, 7968, 17652, -10971, -2578, 4425, -15477, 6536, 577, -17518, 11996, 2157, -2623, 15502, -11120, -8743, 14333, -5284, -3159, 5000, -13900, 2523, 19165, -14510, -921, 7168, -12488, 9679, 10966, -21756, -1226, 2813, -4496, 19603, 7419, -17947, 7174, 2145, -10792, 13635, -136, -16448, 11502, -11240, -15932, 5566}
{'SHZ', 1499264852.579000, 2197, 3099, 16644, -9140, -13521, 7235, -6886, -495, 19927, -16852, -11597, 18571, 268, 4941, 13487, -20915, -7731, 26633, -7775, -2143, 8880, -28233, -11418, 14619, -10232, 4737, 10994, -24334, 3110, 21450, 154, 16910, 15314, -23952, -1844, 7117, -16200, 17625, 22955, -22729, -10649, -7825, -22910, 19365, 23193, -13940, -1062, 743, -20706, 9775}
{'SHZ', 1499264853.579000, 14094, -8710, 14582, 1688, -18235, 11024, 3132, -7832, 11468, -14523, -28811, 8762, 5424, 5573, 31342, -5098, -30299, 5317, -63, 9664, 35279, -3453, -30399, -2300, -12754, -2497, 28430, -9717, -28566, 4770, -11741, -327, 28101, -6698, -10996, 9216, -14747, -2469, 20490, -2171, -585, 12295, -21190, 5269, 30849, 3307, 1438, -1267, -28758, 1163}
{'SHZ', 1499264854.579000, 17933, 3767, 8927, 1222, -26730, 3184, 11797, -16084, 273, -4168, -28479, 13677, 10240, -17401, 15725, 15214, -25599, 411, 4034, -11949, 18277, 8927, -20109, 1908, -784, -8091, 29072, 10992, -22243, -3320, -5257, -13566, 23327, 15819, -15013, 11804, 4808, -14340, 13246, 1420, -19210, 3395, 5135, -9068, 21173, 11246, -16510, 9269, -3241, -21528}
{'SHZ', 1499264855.579000, 8495, -1849, -16404, 12424, -4043, -23074, 13620, 7377, -12116, 13927, -11568, -29893, 17307, 5091, -1811, 20337, -490, -13168, 17264, -3339, -15310, 14990, 2440, -15410, 19149, -5184, -16227, 24858, 8283, -18997, 8396, -14888, -19143, 17566, 8576, -16500, 13866, 421, -14670, 19636, -67, -21068, 7459, -5651, -14093, 17088, 6116, -7661, 17562, -1140}
{'SHZ', 1499264856.579000, -14762, 7853, -6400, -11527, 14988, -7061, -9963, 19464, 5982, -2132, 11493, -17328, -18430, 19846, -6870, -6285, 26077, -7439, -9911, 23221, -6991, -12457, 5843, -19114, -9312, 25211, -7227, -6731, 20780, -11264, -10873, 18257, -20818, -8235, 17988, -12443, -6717, 22881, -8626, -3924, 17774, -15978, -10992, 11130, -14297, 13783, 21043, -16041, -3354, 10622}
{'SHZ', 1499264857.579000, -7950, 2619, 7664, -22220, -4573, 14093, -7899, 8364, 9416, -15112, 4180, 3764, -16574, 8669, -1601, -12829, 16065, 5775, -15452, 17665, 2240, -14593, 14235, -6814, -20220, 20724, -218, -8254, 16448, -5614, -10159, 13951, -7229, -10505, 10341, -14785, -5835, 22796, -7116, -5324, 12588, -10228, -1529, 14015, -16599, -7291, 8511, -6402, 11354, 17243}
{'SHZ', 1499264858.579000, -14181, 4925, 4619, -18392, 7407, 158, -13863, 16099, 6928, -15622, 9648, -2244, -6322, 18608, -14594, -28507, 12134, -2677, -3973, 20256, -8038, -9692, 18704, -8108, -5382, 17186, -16100, -9574, 19968, -9058, 2098, 21981, -11707, -2109, 12470, -19827, -6651, 8576, -5955, 7637, 13057, -12786, 6936, 8425, -11525, 9966, 3207, -19774, 14542, 3647}
{'SHZ', 1499264859.579000, -8783, 12690, -9529, -12007, 17695, -7150, -14263, 2430, -16728, -10447, 18427, -12916, -4297, 25722, -4256, -1593, 10895, -17500, -1266, 5614, -12829, 2168, 13445, -11190, 10225, 19996, -13717, -3834, -1545, -17042, 8086, 589, -10232, 7114, -3120, -7765, 9034, -5207, -8463, 18401, -8307, -12295, 13943, -12923, -3566, 19300, -11513, -2900, 11862, -13179}
{'SHZ', 1499264860.579000, 377, 13661, -17833, -5277, 9847, -11522, 8781, 16034, -17834, -83, -5258, -24211, -305, -5456, -14603, 13072, 8764, -8301, 13143, 4100, -2400, 27066, 9069, 3126, 19923, -5989, 509, 22892, 2876, 12206, 19144, -12439, -9867, 5528, -12921, 15563, 21584, -11871, -2425, 159, -26734, 16629, 23701, -12102, -843, -7547, -21838, 16917, 9748, -6455}
{'SHZ', 1499264861.579000, 5219, -9496, -14713, 9823, -11131, -7146, 16249, -8662, -299, 12624, -7299, 995, -2090, -30377, -16230, -2499, -6504, 16527, 8158, -17817, 13068, 3810, -19393, 11278, -7322, -28068, -122, -6115, -3931, 17554, -819, -12332, 5719, -9637, -6290, 5873, -15737, -6869, 15383, 563, 15132, 10400, -20255, -6355, -7040, -20820, 5462, 10820, 598, 23620}
{'SHZ', 1499264862.579000, 13068, -7503, 22570, 10686, -1111, 11810, -20745, -19215, 20814, 9562, 12128, 14444, -16962, -12815, 26106, 2313, 17, 1363, -30300, -11122, 14846, 4930, 28597, 13073, -25789, -19627, -17648, -27191, 6157, 11015, -2641, 13961, 3, -12724, 18078, 759, -9165, 1239, -18753, -14077, 14001, 2540, 2080, 11138, -13898, -4147, 16339, -15608, -2548, 20223}
{'SHZ', 1499264863.579000, -10723, -4063, 10734, -10482, 3531, 18475, -6061, -5041, 889, -16449, 7432, 18490, -10867, 7183, 2010, -14119, 17871, 1994, -20164, 4790, -334, -4823, 18866, 926, -14073, 12702, -3148, -3333, 10628, -13455, -4331, 20075, -17438, -8359, 14188, -6810, 2041, 23627, -13527, -12917, 4660, -11233, 829, 17235, -13257, 2692, 14693, -8651, -1910, -4011}
{'SHZ', 1499264864.579000, -16591, 13421, 5272, -10359, 12318, 6994, -12588, 18458, 2837, -13901, 8301, -11307, -8776, 18923, -10919, -20523, -646, -9274, 4097, 21809, -10711, -7542, 7996, -18536, -2078, 23642, -5418, 3627, 11568, -16497, -4659, 7289, -7777, 6306, 15521, -17217, -855, 11851, -3816, 14463, 4156, -19620, 5771, 6439, -14475, 4507, 2291, -14681, 10611, 9818}
{'SHZ', 1499264865.579000, -10132, 7296, -4377, -17801, 14309, -4636, -13394, 15091, 4207, -4416, 19909, -11615, -20197, 19784, -9747, -18766, 16568, -3874, -5812, 25894, -6607, -14129, 9486, -12572, -7120, 20422, -4726, -13424, 17815, -5032, 2205, 16607, -17668, -10157, 12830, -6801, 8469, 6583, -16189, 3009, 14515, -11952, 2170, 6467, -20884, 6395, 12958, -15517, 6658, 6455}
{'SHZ', 1499264866.579000, -10070, 8790, 1340, -20720, 8415, 4295, -11431, 12192, -3403, -14787, 19036, 5863, -14216, 7362, -1723, -13954, 15938, 3438, -14295, 14272, 797, -12858, 20698, 1188, -25037, 14581, -2337, -13415, 14364, -4311, -11624, 20157, -7194, -17388, 14172, -9244, -17298, 16912, -1925, -4817, 18660, -1473, -6115, 15992, -7995, -13239, 11241, -3245, -9704, 17322}
{'SHZ', 1499264867.579000, -7219, -4158, 20582, -10278, -8824, 12618, -20121, -5030, 19860, -11929, -9066, 18350, -8463, -1787, 17824, -19441, -14032, 17917, -12524, -1086, 14643, -11373, 1621, 26656, -13128, -14949, 11979, -9606, -8625, 17980, -13473, -3206, 18996, -6735, -276, 12829, -19378, -5926, 15996, -13032, 2914, 12057, -15087, 9424, 15498, -19189, -3635, 8551, -9263, 5519}
{'SHZ', 1499264868.579000, 6836, -18597, -943, 11973, -11896, 4819, 9131, -16330, 2051, 11631, -14227, 10801, 11428, -16272, 11217, 8168, -24920, 12261, 10702, -21494, 14883, 4496, -22607, 13091, 8780, -20858, 11341, 1768, -19186, 7652, 9845, -13572, 15318, -809, -14755, 14723, 1194, -18080, 8972, -713, -4773, 18480, -9767, -14788, 19024, -3748, -7772, 16580, -14194, -10701}
{'SHZ', 1499264869.579000, 20574, -4489, -51, 8480, -15976, -2032, 19489, -11576, -4378, 396, -14497, 6918, 16591, -14020, 9974, 8172, -20893, 8560, 8125, -18021, 10818, 8407, -10512, 7967, 3032, -15417, 10372, -2185, -17026, 6793, -6209, -8057, 12870, -11019, -5715, 18814, 3594, 6895, 11230, -14970, -9210, 12439, -6646, 9744, 7059, -22298, 7174, 16905, -5555, 12503}
{'SHZ', 1499264870.579000, -9325, -29195, 6924, 8700, -15971, 6136, -3054, -19054, 18295, 1908, -9045, 17870, -10375, -7827, 12881, -12760, -12106, 13650, -5004, -5289, 12260, -13572, -8760, 17823, -15008, -3080, 7687, -4394, 13607, 17221, -7239, 12003, 5594, -8795, 14248, 5599, -17054, 10813, -4712, -20401, 11457, -8137, -18173, 23878, 2595, -9215, 4606, -15683, -9067, 17879}
{'SHZ', 1499264871.579000, -5079, -11394, 4066, -16186, -783, 19618, -14858, -7459, -1315, -21179, 17382, 26895, -14236, -19233, -19391, -23835, 23468, 26742, -17517, -14791, -21989, -18529, 37680, 51846, 36583, 24284, -37720, -46499, 19476, 38478, 40577, 26031, -48472, -54973, 9289, 23783, 46234, 38233, -42090, -51125, -13182, 6721, 52638, 38582, -28490, -39145, -26274, -17090, 41869, 43919}
{'SHZ', 1499264872.579000, -5033, -21024, -40175, -39627, 35438, 41455, 11913, -4872, -41453, -42509, 14079, 32323, 30995, 11391, -48531, -48991, 12368, 20250, 37094, 21013, -45564, -41855, 10339, -4639, 38606, 31606, -17900, -39075, -13649, -13400, 27707, 46776, -10043, -18605, -24480, -30283, 23681, 45469, 8888, -12748, -33699, -38832, 20024, 43723, 9543, 991, -31021, -38222, 15654, 27847}
{'SHZ', 1499264873.579000, 11912, 17436, -17303, -45561, -120, 18833, 14290, 33846, -12330, -47042, -4549, 953, 12992, 45811, -2361, -39272, -14216, -11055, 12351, 48403, 349, -29891, -11031, -19383, 6568, 44645, 3528, -18106, -9658, -24315, -2651, 37368, 11464, -7760, -2525, -27048, -14086, 27188, 11816, 12552, 1719, -38787, -15326, 18985, 12241, 25281, 1451, -39011, -12370, 15913}
{'SHZ', 1499264874.579000, 1858, 25596, 10205, -35631, -9834, 5596, -3266, 26550, 11427, -20206, -4162, -4465, -15064, 24678, 20017, -15887, -3210, -17748, -19640, 34826, 20894, -13124, 3790, -20965, -26231, 26945, 20030, -5234, 2254, -21245, -19206, 21551, 8817, 2348, 14588, -22617, -17166, 12124, -257, 10493, 23392, -20244, -20721, 6377, -8320, 15082, 28137, -18246, -15952, -3169}
{'SHZ', 1499264875.579000, -13194, 21596, 27301, -17712, -13078, -2507, -15482, 20147, 25995, -19306, -5516, -886, -19129, 13992, 19966, -13322, 4338, 2019, -23159, 4303, 16840, -7839, 16859, -5314, -28146, 5167, 9195, 3250, 22595, -14170, -27845, 7133, 8236, 3279, 16486, -10862, -19186, 11050, -6253, -571, 24431, -10125, -12028, 6508, -11057, -2432, 23211, -5895, -4610, 8875}
{'SHZ', 1499264876.579000, -25695, -3245, 28009, -3273, 1639, -2629, -26421, 8707, 20188, -7597, 5547, 4404, -28501, 2887, 21335, -3904, 5764, -4043, -20724, 11568, 6561, -8890, 12668, 538, -12595, 3482, -8152, -4412, 26142, -2842, -18205, 10475, -14556, -3742, 28225, -4481, -13267, 6506, -16365, 1182, 26534, -6173, -14905, 8612, -12049, 3941, 15804, -13299, 1853, 10449}
{'SHZ', 1499264877.579000, -23318, 4619, 13205, -12228, 6477, 12742, -21072, -1905, 11698, -9749, 9054, 12935, -20077, -489, 1837, -5409, 18534, 831, -19279, 7019, 657, -7322, 15071, -4258, -14066, 11699, -9272, -4794, 19598, -8464, -8821, 18149, -13194, -8991, 11239, -4285, 2959, 12303, -20246, -9463, 18247, -3389, 3589, 11515, -24413, 2312, 26326, -6054, 6756, 13869}
{'SHZ', 1499264878.579000, -20243, 22774, -9914, -42695, 3388, 15590, 11196, 51707, 48066, -933, -6113, -26973, -25574, 17606, 13608, -20215, -14486, -35841, -33574, 19879, 16253, -2430, 2829, -40616, -26769, 20468, 12792, 12130, 8444, -35707, -27946, 23989, 15314, 14581, 9176, -48525, -26564, 19937, 7832, 9653, 9375, -27791, -5123, 16846, 3080, 10970, 7397, -26778, 4630, 13132}
{'SHZ', 1499264879.579000, -5734, 8479, -9018, -45033, -30399, -33812, -35073, 20914, 38889, 15596, 25892, 2031, -5048, 37851, 23391, 6923, 22449, -11513, -11893, 25434, 11177, 2348, 17004, -12835, -14455, 15701, -7642, 2024, 28419, -11991, -1277, 23992, -15383, 6799, 33116, -3684, -5282, 2295, -25598, -7056, 11570, -13792, -8115, -3141, -13258, 13838, 8541, -19231, -3161, -12729}
